name,referentNumber,nameSection,webpageUrl,adressSection,type,address,city
Synadia Software B.V.,67501966,"Synadia Software 5.0  (2) 
Software company in Amersfoort, Netherlands",/url?q=http://synadia.nl/&sa=U&ved=2ahUKEwjyucCS2-j9AhVvKkQIHUZzANoQgU96BAgLEAQ&usg=AOvVaw2nnpVKkYrMjEhtqaotfW20,"Address: Stationsstraat 77, 3811 MH Amersfoort, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 85 303 6450",Software company,"Stationsstraat 77, 3811 MH Amersfoort",Amersfoort
Sympower B.V.,65605543,"Sympower 4.6  (9) 
Energy equipment and solutions in Amsterdam, Netherlands",/url?q=http://www.sympower.net/&sa=U&ved=2ahUKEwjamv-R2-j9AhW-IEQIHVH4BbgQgU96BAgMEAQ&usg=AOvVaw0m7metR7UDih-42T8FON5K,"Address: Prins Hendrikkade 183, 1011 TD Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 210 1480",Energy equipment and solutions,"Prins Hendrikkade 183, 1011 TD Amsterdam",Amsterdam
Symphony Solutions Netherlands B.V.,68317492,"Symphony Solutions 5.0  (4) 
Software company in Amsterdam, Netherlands",/url?q=https://www.symphony-solutions.com/&sa=U&ved=2ahUKEwj44MKR2-j9AhXBIEQIHXeeAEcQgU96BAgMEAQ&usg=AOvVaw1dEXvDxbyHz5Pl0aQWj1GG,"Address: Laarderhoogtweg 25, 1101 EB Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +32 3 685 45 80",Software company,"Laarderhoogtweg 25, 1101 EB Amsterdam",Amsterdam
Symeres Netherlands B.V.,9127273,"Symeres 5.0  (1) 
Pharmaceutical lab in Nijmegen, Netherlands",/url?q=http://www.symeres.com/&sa=U&ved=2ahUKEwinrJOR2-j9AhXPPUQIHRE_DgQQgU96BAgMEAQ&usg=AOvVaw07M44xmiIzSbb3PrKyzVHl,"Address: Kerkenbos 1013, 6546 BB Nijmegen, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 24 372 3300",Pharmaceutical lab,"Kerkenbos 1013, 6546 BB Nijmegen",Nijmegen
Symeres B.V.,76677834,"Symeres 5.0  (1) 
Pharmaceutical lab in Nijmegen, Netherlands",/url?q=http://www.symeres.com/&sa=U&ved=2ahUKEwip6d2Q2-j9AhUxJkQIHbjiBdwQgU96BAgMEAQ&usg=AOvVaw1LH3UUDgKtSu8ICLOQl70y,"Address: Kerkenbos 1013, 6546 BB Nijmegen, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 24 372 3300",Pharmaceutical lab,"Kerkenbos 1013, 6546 BB Nijmegen",Nijmegen
Swissport Cargo Services The Netherlands B.V.,34218298,"Swissport Cargo Services The Netherlands B.V. T9 2.4  (83) 
Logistics service in Schiphol, Netherlands",/url?q=https://www.swissport.com/en/network/europe/netherlands/ams&sa=U&ved=2ahUKEwilp7aO2-j9AhXKKEQIHZL4AM8QgU96BAgNEAQ&usg=AOvVaw110o57fxiCZIj5gacj3q2d,"Address: Anchoragelaan 36, 1118 LD Schiphol, NetherlandsHours: Open 24 hours",Logistics service,"Anchoragelaan 36, 1118 LD Schiphol",Schiphol
Swiss Sense B.V.,17165620,"Swiss Sense B.V. Headquarters 3.9  (120) 
Bedding store in Uden, Netherlands",/url?q=https://www.swisssense.nl/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocalpack-uden-hoofdkantoor&sa=U&ved=2ahUKEwiQusyN2-j9AhUxJkQIHbjiBdwQgU96BAgLEAQ&usg=AOvVaw1T8kuNP6ExSfLO9CNJ6yhu,"Address: Jagersveld 15, 5405 BW Uden, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 85 068 7777",Bedd,"Jagersveld 15, 5405 BW Uden",Uden
Swishfund Nederland B.V.,66108349,"Swishfund - Snel Zakelijk Krediet 4.3  (48) 
Financial institution in Amsterdam, Netherlands",/url?q=https://www.swishfund.nl/%3Futm_source%3Dgoogle%2520my%2520business%26utm_medium%3Dreferral%26utm_campaign%3Dgoogle%2520my%2520business&sa=U&ved=2ahUKEwiSpdCM2-j9AhXWiO4BHTJhDwYQgU96BAgLEAQ&usg=AOvVaw0app4EB3SPaaQYqYw8u5yq,"Address: Anthony Fokkerweg 1, 1059 CM Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 85 064 4144",F,"Anthony Fokkerweg 1, 1059 CM Amsterdam",Amsterdam
Suzlon Energy Limited,56227949,"Suzlon Energy Limited 3.6  (5) 
Wind turbine builder in Hengelo, Netherlands",/url?q=http://www.suzlon.com/&sa=U&ved=2ahUKEwjug8KJ2-j9AhVhM0QIHUQhBF0QgU96BAgMEAQ&usg=AOvVaw39MgfNnPxcDdh-mj90OG8s,"Address: Jan Tinbergenstraat 290, 7559 ST Hengelo, NetherlandsPhone: +31 88 465 0300",W,"Jan Tinbergenstraat 290, 7559 ST Hengelo",Hengelo
Sustainer Homes B.V.,63145014,"Sustainer 4.4  (28) 
Software company in Utrecht, Netherlands",/url?q=http://www.sustainer.nl/&sa=U&ved=2ahUKEwin_bSI2-j9AhUnOUQIHd49ASQQgU96BAgLEAQ&usg=AOvVaw3Zg_TUt3onkKyR4FiJ65S-,"Address: Werkspoorfabriek, Schaverijstraat 11, kantoor 1.W.1, 3534 AS Utrecht, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 30 207 2160",Software company,"Werkspoorfabriek, Schaverijstraat 11, kantoor 1.W.1, 3534 AS Utrecht",Utrecht
Sustainable Capital Group B.V.,81140800,"Sustainable Capital Group 5.0  (5) 
Financial institution in Amsterdam, Netherlands",/url?q=http://www.sustainablecapitalgroup.com/&sa=U&ved=2ahUKEwirm72H2-j9AhXtLEQIHagMBp8QgU96BAgMEAQ&usg=AOvVaw3vM_7xu1AkCchEzkS9gSD1,"Address: Keizersgracht 668 B, 1017 ET Amsterdam, NetherlandsPhone: +31 20 218 4192",F,"Keizersgracht 668 B, 1017 ET Amsterdam",Amsterdam
Surfly B.V.,55526446,"Surfly B.V. 4.4  (12) 
Software company in Amsterdam, Netherlands",/url?q=https://www.surfly.com/&sa=U&ved=2ahUKEwjz3-aF2-j9AhXQJkQIHbYfCewQgU96BAgMEAQ&usg=AOvVaw3CLLB5zxG2o1TEmOaPM1LH,"Address: Singel 373, 1012 WL Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 241 4867",Software company,"Singel 373, 1012 WL Amsterdam",Amsterdam
SurfiX B.V.,52435687,"Surfix Diagnostics 5.0  (3) 
Research and product development in Wageningen, Netherlands",/url?q=http://www.surfixdx.com/&sa=U&ved=2ahUKEwjavqmF2-j9AhVQLUQIHU_RDvgQgU96BAgLEAQ&usg=AOvVaw266RlpX6JsbDsk3gFLoRSF,"Address: Agro Business Park 2, 6708 PW Wageningen, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 85 488 1285",Research and product development,"Agro Business Park 2, 6708 PW Wageningen",Wageningen
SurePay B.V.,77251733,"SurePay 5.0  (2) 
Corporate office",/url?q=http://www.surepay.nl/&sa=U&ved=2ahUKEwjR17iE2-j9AhUSLkQIHfOEDH8QgU96BAgMEAQ&usg=AOvVaw0my_2qrGBcIZlaecNQUXyA,"Address: Nicolaas Beetsstraat 222, 3511 HG Utrecht, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 30 200 4779",Corporate office,"Nicolaas Beetsstraat 222, 3511 HG Utrecht",Utrecht
Superior Energy Services (SPN) B.V.,4059252,"Superior Energy Services (SPN) B.V. 5.0  (1) 
Oil & natural gas company in the Emmen, Netherlands",/url?q=http://www.bpc.nl/&sa=U&ved=2ahUKEwi9y4yB2-j9AhXsJEQIHR1GA7YQgU96BAgMEAQ&usg=AOvVaw0IvERd7VfQkUmH8MxhW1y5,"Address: Karel Doormanstraat 4, 7825 VT Emmen, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 591 667 687",Oil & natural gas company,"Karel Doormanstraat 4, 7825 VT Emmen",Emmen
Super73 B.V.,76631761,"SUPER73 B.V. 3.7  (40) 
Bicycle store in Duivendrecht, Netherlands",/url?q=http://eu.super73.com/&sa=U&ved=2ahUKEwjb5tr_2uj9AhWPJEQIHfH7BW4QgU96BAgMEAQ&usg=AOvVaw2tsgMHT78Cb4qiRC3QQFqs,"Address: Industrieweg 61- 63, 1115 AD Duivendrecht, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 899 0462",Bicycle store,"Industrieweg 61- 63, 1115 AD Duivendrecht",Duivendrecht
Super Micro Computer B.V.,17102792,"Super Micro Computer, B.V. 3.2  (12) 
Corporate office",/url?q=https://www.supermicro.com/&sa=U&ved=2ahUKEwjLkKL_2uj9AhVeBUQIHX77By8QgU96BAgMEAQ&usg=AOvVaw3HGgmutKuKOmWLSgxwIgcb,"Address: Het Sterrenbeeld 12, 5215 ML 's-Hertogenbosch, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 73 640 0390",Corporate office,"Het Sterrenbeeld 12, 5215 ML 's-Hertogenbosch",'s-Hertogenbosch
SUPAIR Intermediairs,27303697,"SUPAIR Intermediairs 3.7  (3) 
Recruiter in Delft, Netherlands",/url?q=http://www.supairdelft.nl/&sa=U&ved=2ahUKEwjtoYD-2uj9AhWkPEQIHWF4CxsQgU96BAgKEAQ&usg=AOvVaw1wH6afk6_EtH_tR7aLHW1c,"Address: Radex gebouw, Rotterdamseweg 183 C, 2629 HD Delft, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 15 278 6527",Recruiter,"Radex gebouw, Rotterdamseweg 183 C, 2629 HD Delft",Delft
Sunweb Group Netherlands B.V.,24188723,"Sunweb Group 3.9  (87) 
Travel agency in Rotterdam, Netherlands",/url?q=http://www.sunwebgroup.com/%3Futm_medium%3Dorganic%26utm_source%3Dgoogle%26utm_campaign%3Dgoogle%2Bmy%2Bbusiness&sa=U&ved=2ahUKEwiCyfr82uj9AhVKiO4BHcN1DM4QgU96BAgMEAQ&usg=AOvVaw1NrPjGI2VnN34M2vjyuYCt,"Address: Bahialaan 2, 3065 WC Rotterdam, NetherlandsPhone: +31 10 280 2200",Travel agency,"Bahialaan 2, 3065 WC Rotterdam",Rotterdam
Sunrise Medical HCM B.V.,17091027,"Sunrise Medical HCM B.V. 4.6  (36) 
Medical equipment manufacturer in Helmond, Netherlands",/url?q=http://www.sunrisemedical.nl/&sa=U&ved=2ahUKEwiS8_362uj9AhVcIEQIHbTrDaoQgU96BAgLEAQ&usg=AOvVaw18_52N-E5aPWKqegirjItI,"Address: Vossenbeemd 104, 5705 CL Helmond, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 492 593 888",Medical equipment manufacturer,"Vossenbeemd 104, 5705 CL Helmond",Helmond
Sunprojects B.V.,50402102,"Sunprojects 5.0  (2) 
Solar energy equipment supplier in Amstelveen, Netherlands",/url?q=http://www.sun-projects.nl/&sa=U&ved=2ahUKEwju6Lr62uj9AhUILUQIHc5pAXMQgU96BAgKEAQ&usg=AOvVaw2HfOLVnn7NRcKpe7sb23wn,"Address: Uilenstede 475, 1183 AG Amstelveen, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 88 203 3400",Solar energy equipment supplier,"Uilenstede 475, 1183 AG Amstelveen",Amstelveen
Sungevity Netherlands B.V.,52977110,"Sungevity Nederland 2.7  (180) 
Solar energy equipment supplier in Amsterdam, Netherlands",/url?q=https://www.sungevity.nl/&sa=U&ved=2ahUKEwjAuKL52uj9AhWYPUQIHeHoChMQgU96BAgLEAQ&usg=AOvVaw0aF7H_X8TfwACagarT6oP9,"Address: Gedempt Hamerkanaal 189, 1021 KP Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 309 0901",Solar energy equipment supplier,"Gedempt Hamerkanaal 189, 1021 KP Amsterdam",Amsterdam
Sunbeam B.V.,53044444,"Sunbeam B.V. 4.5  (4) 
Solar energy company in Zeist, Netherlands",/url?q=http://www.sunbeam.solar/&sa=U&ved=2ahUKEwifkY342uj9AhXFJkQIHRavBLYQgU96BAgLEAQ&usg=AOvVaw01BQkZnFIIztv6esOGyhQ5,"Address: Kwikstaartlaan 18, 3704 GS Zeist, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 30 430 0333",Solar energy company,"Kwikstaartlaan 18, 3704 GS Zeist",Zeist
Sun Shine Tang,54781000,"Warmebehandeling en Acupunctuur - Sun Shine Tang 5.0  (14) 
Acupuncturist in 's-Hertogenbosch, Netherlands",/url?q=https://www.sunshinetang.nl/&sa=U&ved=2ahUKEwiCitD32uj9AhXDPEQIHbFKCxwQgU96BAgLEAQ&usg=AOvVaw3FuUypvxmLbIdFry7mpdD2,"Address: Koninginnenlaan 24, 5211 WG 's-Hertogenbosch, NetherlandsHours: Closed ⋅ Opens 9:30 AM TuePhone: +31 73 750 2348",Acupuncturist,"Koninginnenlaan 24, 5211 WG 's-Hertogenbosch",'s-Hertogenbosch
Sun Pharmaceutical Industries (Europe) B.V.,34277465,"Sun Pharmaceutical Industries (Europe) B.V. 2.4  (5) 
Pharmaceutical company in Hoofddorp, Netherlands",,"Address: Polarisavenue 87, 2132 JH Hoofddorp, NetherlandsPhone: +31 23 568 5501",Pharmaceutical company,"Polarisavenue 87, 2132 JH Hoofddorp",Hoofddorp
Sun Chemical Group Coöperatief U.A.,32141752,"Sun Chemical Group Co�peratief UA 5.0  (2) 
Corporate office",/url?q=http://www.sunchemical.com/&sa=U&ved=2ahUKEwiK28D22uj9AhW6MUQIHbTyBJAQgU96BAgMEAQ&usg=AOvVaw0Nni-WsE8t4jWvSDCHKzJF,"Address: Leeuwenveldseweg 3-T, 1382 LV Weesp, NetherlandsHours: Closed ⋅ Opens 9:30 AM MonPhone: +31 75 655 5453",Corporate office,"Leeuwenveldseweg 3-T, 1382 LV Weesp",Weesp
Summit Europe C.V.,39061920,"Summit Europe CV 3.0  (1) 
Plastic fabrication company in Almere, Netherlands",/url?q=https://www.werkenbijsummit.nl/&sa=U&ved=2ahUKEwipv5T12uj9AhW9J0QIHRJyCEgQgU96BAgKEAQ&usg=AOvVaw0z7UMc2M2Db0CxpE7R5Bbf,"Address: Damsluisweg 12, 1332 EC Almere, NetherlandsHours: Open 24 hoursPhone: +31 36 549 1200",Plastic fabrication company,"Damsluisweg 12, 1332 EC Almere",Almere
Sulzer Turbo Services Venlo B.V.,12015297,"Sulzer 4.4  (12) 
Mechanical engineer in Lomm, Netherlands",/url?q=https://www.sulzer.com/%3Futm_medium%3Dorganic%26utm_source%3Dgoogle%26utm_campaign%3Dgmb%26utm_content%3D100122_venlo_home&sa=U&ved=2ahUKEwiTlf3z2uj9AhXHJEQIHYhSB9IQgU96BAgLEAQ&usg=AOvVaw1AtfIpafXS7jG3HE1xQID9,"Address: Spikweien 36, 5943 AD Lomm, NetherlandsPhone: +31 77 473 8666",Mechanical eng,"Spikweien 36, 5943 AD Lomm",Lomm
Sulphur Experts B.V.,37116613,"Sulphur Experts B.V. 5.0  (1) 
Environmental consultant in Katwijk aan Zee, Netherlands",/url?q=http://www.sulphurexperts.com/&sa=U&ved=2ahUKEwj63-Xy2uj9AhWeN0QIHb61DekQgU96BAgLEAQ&usg=AOvVaw0VFYF8GNlxNl-OuAl3bchP,"Address: Katwijkerbroek 49-A, 2223 XN Katwijk aan Zee, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 71 408 8036",Environmental consultant,"Katwijkerbroek 49-A, 2223 XN Katwijk aan Zee",Zee
Suit Supply B.V.,34118243,"Suitsupply 3.7  (46) 
Corporate office",/url?q=https://suitsupply.com/en-nl/men&sa=U&ved=2ahUKEwjxsZzy2uj9AhXSH0QIHQrwD44QgU96BAgMEAQ&usg=AOvVaw0iwRu84asQPw_k3tOvLNMA,"Address: Gelrestraat 16, 1079 MZ Amsterdam, NetherlandsPhone: +31 20 653 3534",Corporate office,"Gelrestraat 16, 1079 MZ Amsterdam",Amsterdam
Subway International B.V.,33293820,"Subway International BV 1.9  (12) 
Corporate office",/url?q=http://www.subway.com/&sa=U&ved=2ahUKEwiH8qTw2uj9AhVrJkQIHQzTDb4QgU96BAgLEAQ&usg=AOvVaw1jiLP-OsrDHnBZpwpFDpFN,,Corporate office,,
STX Service Europe B.V.,52852091,"STX Service Europe B.V. 4.7  (6) 
Marine supply store in Rotterdam, Netherlands",/url?q=http://www.stxengine.co.kr/&sa=U&ved=2ahUKEwju-qHu2uj9AhXDIEQIHU9YCV0QgU96BAgLEAQ&usg=AOvVaw0fKm0FBHkKAr5i0GCOkh8y,"Address: Corkstraat 39, 3047 AC Rotterdam, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 88 451 2000",Mar,"Corkstraat 39, 3047 AC Rotterdam",Rotterdam
Studio 191 De Pijp B.V.,69832021,"Studio 191 Amsterdam 4.4  (36) 
Yoga studio in Amsterdam, Netherlands",/url?q=https://www.studio191.nl/&sa=U&ved=2ahUKEwis4rfr2uj9AhVqPEQIHcQnA6gQgU96BAgLEAQ&usg=AOvVaw1zcEs8gzzVPiumXj_7pN9B,"Address: Lutmastraat 191, 1074 TV Amsterdam, NetherlandsHours: Open ⋅ Closes 10 PM",Yoga studio,"Lutmastraat 191, 1074 TV Amsterdam",Amsterdam
Stryker EMEA Supply Chain Services B.V.,30269011,"Stryker EMEA Supply Chain Services BV 5.0  (1) 
Medical group in Maastricht, Netherlands",/url?q=https://www.stryker.com/nl/en/index.html&sa=U&ved=2ahUKEwi7w8Lp2uj9AhURI0QIHXEaAMwQgU96BAgKEAQ&usg=AOvVaw3j3M9SHmqvq01DDP6y0dMN,"Address: Gaetano Martinolaan 50, 6229 GS Maastricht, NetherlandsHours: Closed ⋅ Opens 8 AM Mon",Medical group,"Gaetano Martinolaan 50, 6229 GS Maastricht",Maastricht
Strohm B.V.,27294005,"Strohm B.V. 4.5  (4) 
Manufacturer in IJmuiden, Netherlands",/url?q=http://strohm.eu/&sa=U&ved=2ahUKEwivr6vn2uj9AhVqPUQIHa6lAEwQgU96BAgLEAQ&usg=AOvVaw2kTmtjgVbKTf9FkYcG3XbI,"Address: Monnickendamkade 1, 1976 EC IJmuiden, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 255 763 500",Manufacturer,"Monnickendamkade 1, 1976 EC IJmuiden",IJmuiden
Streamit B.V.,17192664,"Streamit BV 4.5  (2) 
Electronics manufacturer in Veldhoven, Netherlands",/url?q=https://www.streamit.eu/&sa=U&ved=2ahUKEwj568rk2uj9AhX2JUQIHbJbAFQQgU96BAgLEAQ&usg=AOvVaw3l35xfkAJtrFy-Tn_iHzkH,"Address: Zandven 26, 5508 RN Veldhoven, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 40 255 6036",Electronics manufacturer,"Zandven 26, 5508 RN Veldhoven",Veldhoven
Strauss Coffee B.V.,24196661,"Strauss Coffee BV 5.0  (1) 
Coffee wholesaler",/url?q=http://www.strausscoffee.com/&sa=U&ved=2ahUKEwjH9YPj2uj9AhWWI0QIHaXrBLYQgU96BAgJEAQ&usg=AOvVaw2JxXO2jQ1hkV8kLOq4CJ-W,"Address: Professor J.H. Bavincklaan 2, 1183 AT Amstelveen, NetherlandsPhone: +31 20 654 1166",Coffee wholesaler,"Professor J.H. Bavincklaan 2, 1183 AT Amstelveen",Amstelveen
Strandhotel Cadzand,21019144,"Strandhotel Cadzand 4.4  (658) 
Hotel",/url?q=http://www.strandhotel.eu/&sa=U&ved=2ahUKEwjEopPi2uj9AhVpHUQIHUtBA5gQgU96BAgLEAQ&usg=AOvVaw3P-DgzCs_Vxf2_uuz-nu-Y,,Hotel,,
Story of AMS B.V.,68202482,"Story of AMS B.V. 5.0  (8) 
E commerce agency in Amsterdam, Netherlands",/url?q=https://storyofams.com/&sa=U&ved=2ahUKEwifx-Hg2uj9AhU8BEQIHRnACV0QgU96BAgKEAQ&usg=AOvVaw0KTCXIFole4DtQoNiHNS3b,"Address: Willemsparkweg 63, 1071 GS Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM Mon",E commerce agency,"Willemsparkweg 63, 1071 GS Amsterdam",Amsterdam
Stopaq B.V.,2327624,"Stopaq B.V. 4.3  (31) 
Contractor in Stadskanaal, Netherlands",/url?q=http://www.stopaq.com/&sa=U&ved=2ahUKEwjXl6fe2uj9AhWxMUQIHZHHBAIQgU96BAgMEAQ&usg=AOvVaw1rvmeIpKpNQc_7BJQbjwuO,"Address: Gasselterstraat 20, 9503 JB Stadskanaal, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 599 696 170",Contractor,"Gasselterstraat 20, 9503 JB Stadskanaal",Stadskanaal
Stone Interim Professionals B.V.,60545879,"STONE Business Associates B.V. 4.2  (26) 
Business management consultant in Capelle aan den IJssel, Netherlands",/url?q=https://www.stone-interim.nl/&sa=U&ved=2ahUKEwjryOjd2uj9AhXGKEQIHXv8CbwQgU96BAgLEAQ&usg=AOvVaw2_QHyPjZ0IgnTtiKQwZLXh,"Address: Rivium Boulevard 46, 2909 LK Capelle aan den IJssel, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 85 273 6427",Bus,"Rivium Boulevard 46, 2909 LK Capelle aan den IJssel",IJssel
Stolt-Nielsen B.V.,24109799,"STOLT NIELSEN 4.2  (27) 
Container terminal in Rotterdam, Netherlands",/url?q=https://www.stolt-nielsen.com/&sa=U&ved=2ahUKEwiW6r3d2uj9AhWEJkQIHdCpAwMQgU96BAgMEAQ&usg=AOvVaw274KMOhS6xvRqA25mljYm-,"Address: Westerlaan 5, 3016 CK Rotterdam, NetherlandsHours: Open 24 hoursPhone: +31 10 299 6666",Conta,"Westerlaan 5, 3016 CK Rotterdam",Rotterdam
Stolt Tankers B.V.,24142711,"STOLT NIELSEN 4.2  (27) 
Container terminal in Rotterdam, Netherlands",/url?q=https://www.stolt-nielsen.com/&sa=U&ved=2ahUKEwiCtM3c2uj9AhUjHEQIHUhzDWQQgU96BAgMEAQ&usg=AOvVaw32t1G4XLlZiu1GSNx2N-6j,"Address: Westerlaan 5, 3016 CK Rotterdam, NetherlandsHours: Open 24 hoursPhone: +31 10 299 6666",Conta,"Westerlaan 5, 3016 CK Rotterdam",Rotterdam
Stitch Heads B.V.,72382201,"Stitch Heads 5.0  (1) 
Software company in Breda, Netherlands",/url?q=https://www.kabouncegame.com/&sa=U&ved=2ahUKEwiZ5L3b2uj9AhWaPkQIHYWUB30QgU96BAgKEAQ&usg=AOvVaw03eVpB2t12iFWbv7Uoijhx,"Address: Sint Ignatiusstraat 279-281, 4817 KK Breda, Netherlands",Software company,"Sint Ignatiusstraat 279-281, 4817 KK Breda",Breda
Stitch 3D Design B.V.,72245824,"Stitch 4.8  (5) 
Software company in Amsterdam, Netherlands",/url?q=http://www.stitch.fashion/&sa=U&ved=2ahUKEwisvIXb2uj9AhXKOEQIHaEEDA8QgU96BAgKEAQ&usg=AOvVaw04Tek3Y4T11H1qIEXKQwrp,"Address: Danzigerkade 11c 2nd Floor, 1013 AP Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM Mon",Software company,"Danzigerkade 11c 2nd Floor, 1013 AP Amsterdam",Amsterdam
Stipt Employment Services B.V.,58791647,"Stipt Uitzendbureau B.V. 3.7  (115) 
Temp agency in Schiedam, Netherlands",/url?q=https://stipt.com/&sa=U&ved=2ahUKEwjtl5Ta2uj9AhWqJkQIHbXPCFcQgU96BAgLEAQ&usg=AOvVaw3RoewvufvAZGSIgKAh99C5,"Address: De Brauwweg 20, 3e etage, 3125 AE Schiedam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 10 427 0111",Temp agency,"De Brauwweg 20, 3e etage, 3125 AE Schiedam",Schiedam
Stichting Wetsus,1094160,"Wetsus 4.9  (20) 
Research institute in Leeuwarden, Netherlands",/url?q=http://www.wetsus.eu/&sa=U&ved=2ahUKEwjIqfrV2uj9AhVvhe4BHShNAaYQgU96BAgLEAQ&usg=AOvVaw1pijOUIv9W74oLl7Lwwtl1,"Address: Oostergoweg 9, 8911 MA Leeuwarden, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 58 284 3000",Research,"Oostergoweg 9, 8911 MA Leeuwarden",Leeuwarden
Stichting Wetlands International,9099028,"Wetlands International 4.8  (8) 
Environmental program in Ede, Netherlands",/url?q=http://www.wetlands.org/&sa=U&ved=2ahUKEwjMrbvV2uj9AhXLPkQIHUp5BIgQgU96BAgMEAQ&usg=AOvVaw3wgXzoUuBivyR6rLaXxXfS,"Address: Horapark 9, 6717 LZ Ede, NetherlandsPhone: +31 318 660 910",Environmental program,"Horapark 9, 6717 LZ Ede",Ede
Stichting Wellant  (Wellantcollege MBO Houten),27177194,"Yuverta mbo Houten 3.3  (35) 
Educational institution in Houten, Netherlands",/url?q=https://yuverta.nl/mbohouten&sa=U&ved=2ahUKEwjghPrU2uj9AhWDie4BHY1vDb8QgU96BAgLEAQ&usg=AOvVaw0QFxGgYFSYe7KTVSEKgtDr,"Address: Randhoeve 2, 3992 XH Houten, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 30 637 7024",Educational,"Randhoeve 2, 3992 XH Houten",Houten
Stichting VU,53815211,"Stichting VU 4.2  (5) 
Foundation in Amsterdam, Netherlands",/url?q=https://www.vumc.nl/&sa=U&ved=2ahUKEwiTjMzS2uj9AhUIC0QIHRBBAAEQgU96BAgMEAQ&usg=AOvVaw1wKyrHPKgk67OPu2pd6aSh,"Address: De Boelelaan 1105, 1081 HV Amsterdam, NetherlandsPhone: +31 20 444 4444",Foundation,"De Boelelaan 1105, 1081 HV Amsterdam",Amsterdam
Stichting VSO Nederland,41155934,"VSO Netherlands 4.5  (10) 
Foundation in Utrecht, Netherlands",/url?q=https://www.vso.nl/&sa=U&ved=2ahUKEwjZpJfS2uj9AhVVEEQIHZ60B8gQgU96BAgLEAQ&usg=AOvVaw1kSaiw5rHDOTX_Pg_dRaNL,"Address: Weg der Verenigde Naties 1, 3527 KT Utrecht, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 30 232 0600",Foundation,"Weg der Verenigde Naties 1, 3527 KT Utrecht",Utrecht
Stichting Voorbereiding Pallas-reactor,59456302,"Pallas 3.3  (3) 
Research institute in Alkmaar, Netherlands",/url?q=http://pallasreactor.com/&sa=U&ved=2ahUKEwjfrL7R2uj9AhUXKEQIHWuiBI4QgU96BAgMEAQ&usg=AOvVaw0B0rlZie5SPW2cNQIJmXcD,"Address: Comeniusstraat 8, 1817 MS Alkmaar, NetherlandsPhone: +31 88 202 4024",Research,"Comeniusstraat 8, 1817 MS Alkmaar",Alkmaar
Stichting Vervangingsfonds en BGZ Onderwijs,41157213,"Stichting Vervangingsfonds en BGZ Onderwijs 5.0  (2) 
Primary school in Rotterdam, Netherlands",/url?q=https://www.vfpf.nl/&sa=U&ved=2ahUKEwio6OzP2uj9AhVfPEQIHdZPDQoQgU96BAgLEAQ&usg=AOvVaw1tLDHzlQ5WXTUNggI2cnp1,"Address: Boompjes 40, 3011 XB Rotterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 88 837 3030",Primary school,"Boompjes 40, 3011 XB Rotterdam",Rotterdam
